chr5:36546670-36549216:+	2547
chr16:92498392-92499802:+	1411
chr16:92539680-92541486:+	1807
chr16:28826262-28829095:-	2834
chrX:54749845-54755038:-	5194
chrX:139066026-139067435:-	1410
chr16:17898747-17900116:+	1370
chr16:17894296-17895744:+	1449
chr17:43586741-43588144:+	1404
chr17:43592205-43596506:+	4302
chr8:72426114-72427415:+	1302
chr17:42845886-42848370:-	2485
chr5:142932430-142937968:+	5539
chr11:121168082-121171210:+	3129
chr13:31650306-31652331:+	2026
chr3:82834755-82836185:+	1431
chr15:5128688-5131899:+	3212
chr4:104707595-104708935:-	1341
chrX:58962791-58964124:+	1334
chrX:7170026-7172360:+	2335
chr4:119940600-119941787:-	1188
chr3:52072296-52073344:+	1049
chr3:52148961-52150312:+	1352
chr3:52150918-52153460:+	2543
chr3:127336646-127338549:+	1904
chr11:120521195-120523129:+	1935
chr6:124810837-124812140:-	1304
chr3:146392831-146395677:-	2847
chr10:82653690-82658628:+	4939
chr17:6942480-6943816:-	1337
chr2:118752889-118754315:+	1427
chr7:139427938-139430147:-	2210
chr3:58900907-58902359:-	1453
chrX:104487398-104490646:+	3249
chrX:148779189-148782251:-	3063
chr2:118102846-118106090:-	3245
chr9:18248870-18250756:+	1887
chr3:97473651-97474722:+	1072
chr14:122351854-122354353:-	2500
chr14:118561811-118563454:+	1644
chr7:54681703-54682867:-	1165
chr2:164020672-164022300:+	1629
chr8:28231238-28233890:+	2653
chr1:87949525-87952030:+	2506
chr12:8798444-8799884:+	1441
chr7:13353442-13355094:-	1653
chr15:32962132-32964476:+	2345
chr2:164249747-164251737:-	1991
chr10:22541565-22543136:+	1572
chr14:67604077-67606612:-	2536
chr10:7587062-7590194:+	3133
chr8:122574183-122575308:+	1126
chr1:17754144-17756288:+	2145
chr3:62333885-62335030:-	1146
chr3:62407515-62409062:-	1548
chr3:5560512-5561760:-	1249
chr9:64834793-64836336:-	1544
chr16:38004601-38007613:+	3013
chr4:149476321-149480036:+	3716
chr2:21289194-21290784:+	1591
chr18:42737997-42739265:-	1269
chr19:4142423-4145738:+	3316
chr4:151657036-151659446:+	2411
chr15:75831533-75835179:-	3647
chr7:52976590-52978024:+	1435
chr2:158610896-158612372:+	1477
chr1:134252900-134254394:-	1495
chr2:155654919-155656350:-	1432
chr9:76338512-76340892:-	2381
chr14:78481520-78482763:-	1244
chr7:55276341-55277392:-	1052
chr12:14154405-14157566:-	3162
chr1:55128480-55129545:+	1066
chr10:127805754-127807088:-	1335
chr12:58641619-58644347:-	2729
chr7:148039310-148040522:-	1213
chr7:19598633-19600146:-	1514
chr9:69605559-69607678:-	2120
chr19:16946844-16948130:-	1287
chr3:106851764-106854070:+	2307
chr10:129705209-129708468:-	3260
chr11:98186731-98189655:-	2925
chr6:55627817-55629665:-	1849
chr10:4533135-4534654:+	1520
chr8:98167007-98168410:+	1404
chr10:96080910-96082259:+	1350
chr4:46357066-46358181:+	1116
chr16:45250462-45253005:+	2544
chr13:31717685-31719125:+	1441
chr2:113673418-113674619:-	1202
chr8:123640554-123642792:+	2239
chr4:114579898-114581449:-	1552
chr13:99124210-99126647:+	2438
chr19:24973990-24975324:-	1335
chr11:34104341-34106072:-	1732
chr5:134965256-134966662:-	1407
chr13:118061852-118062905:+	1054
chr11:116192018-116193791:-	1774
chr6:122792782-122795359:+	2578
chr1:122499201-122500498:+	1298
chr1:122503450-122504568:+	1119
chr9:65507245-65508325:+	1081
chr8:73115397-73116755:+	1359
chr4:21684530-21685622:-	1093
chr11:66877408-66878833:+	1426
chr13:53428121-53429346:-	1226
chr17:6513054-6514626:-	1573
chr10:120701413-120704680:-	3268
chr2:163294605-163295854:-	1250
chr15:83057164-83059024:-	1861
chr7:104495803-104498723:+	2921
chr4:11640623-11641898:+	1276
chr16:29228222-29230616:+	2395
chr7:35424038-35425468:-	1431
chr8:32260787-32261971:+	1185
chr11:69691763-69694908:-	3146
chr1:79431247-79432506:-	1260
chr6:115567612-115568688:+	1077
chr7:69563293-69564927:-	1635
chrX:12869756-12871108:+	1353
chr5:97884332-97885996:-	1665
chr2:127012091-127013250:-	1160
chr14:32741250-32743065:+	1816
chr6:136557380-136559376:+	1997
chr5:44863372-44864751:-	1380
chr19:44377491-44381350:+	3860
chr19:44316150-44318506:+	2357
chr1:165315040-165316828:-	1789
chr19:12017821-12019456:+	1636
chr1:12979661-12980995:-	1335
chr12:83441649-83443486:+	1838
chr7:134633203-134634398:+	1196
chr8:127941963-127943191:-	1229
chr8:128015011-128016610:-	1600
chr15:82828226-82830225:-	2000
chr18:37637518-37642185:+	4668
chr18:37644675-37647943:+	3269
chr13:23646903-23649866:+	2964
chr18:37581072-37584381:+	3310
chr18:37595439-37597826:+	2388
chr2:62529621-62532166:+	2546
chr18:37607311-37610451:+	3141
chrX:7731617-7733192:-	1576
chr17:24315731-24317621:-	1891
chr2:153224975-153229743:+	4769
chr18:22675065-22676173:+	1109
chr2:126966265-126967462:-	1198
chr9:45154075-45155663:+	1589
chr13:115242498-115243713:-	1216
chr9:58044111-58047790:-	3680
chr15:84211447-84214822:-	3376
chr7:86855272-86857225:+	1954
chr12:85513704-85515373:-	1670
chr16:20308460-20310054:-	1595
chr9:54013744-54014812:-	1069
chr17:45698951-45700115:+	1165
chr9:51046171-51048180:+	2010
chr15:6529871-6531046:+	1176
chr9:36516067-36518015:-	1949
chr11:8968338-8969357:+	1020
chr8:11720294-11722620:+	2327
chr11:106148132-106149447:+	1316
chr8:86781694-86782825:-	1132
chr15:81971296-81972630:+	1335
chr2:153511994-153513052:+	1059
chr13:101466066-101467194:+	1129
chr5:111823405-111824751:+	1347
chr17:42929900-42933318:-	3419
chr16:17141130-17142295:-	1166
chr11:5428891-5431536:-	2646
chr11:102745167-102746529:+	1363
chr12:56403737-56405871:+	2135
chr12:86816767-86818219:+	1453
chr3:57471344-57472460:-	1117
chr3:69831149-69832626:+	1478
chr10:127798024-127799534:+	1511
chrX:57282071-57283935:+	1865
chr1:166122058-166124764:+	2707
chr12:85934079-85936406:+	2328
chr2:150506440-150509002:-	2563
chr1:186555438-186556480:-	1043
chr4:58978462-58979635:-	1174
chrX:30598396-30599892:+	1497
chr7:133435339-133438505:+	3167
chr1:151952503-151955140:+	2638
chrX:95345089-95346673:+	1585
chr6:82675042-82677448:-	2407
chr9:102444216-102448568:+	4353
chr8:124859332-124861146:+	1815
chr4:135559285-135561592:-	2308
chr4:135566144-135567323:-	1180
chr1:95261467-95264195:+	2729
chrX:108688813-108691007:-	2195
chrX:108773243-108774352:-	1110
chr8:90694758-90695842:+	1085
chr5:147546415-147549356:-	2942
chr14:70972049-70973345:+	1297
chr11:60965444-60968015:-	2572
chrX:49107136-49110650:-	3515
chr7:6913843-6919926:+	6084
chr9:48849479-48850615:+	1137
chr4:115483607-115484791:+	1185
chr5:114571533-114572933:+	1401
chr8:83504633-83505879:-	1247
chr8:83508337-83509699:-	1363
chr8:83537654-83538805:-	1152
chr11:84797992-84800085:-	2094
chr10:93309341-93311283:+	1943
chr11:67668859-67670046:-	1188
chr6:147056217-147061300:+	5084
chr12:71066002-71067334:-	1333
chr6:88567777-88568952:-	1176
chr15:66513378-66514475:+	1098
chr13:83878486-83880912:+	2427
chr12:106168159-106170581:-	2423
chr9:42062260-42063880:-	1621
chr11:99095204-99096461:-	1258
chr17:45573032-45574138:+	1107
chr17:45576080-45578512:+	2433
chr10:19076366-19078409:+	2044
chr16:91270017-91272174:+	2158
chr12:114401264-114402755:+	1492
chr7:54246068-54248756:-	2689
chr7:54252842-54254374:-	1533
chr1:173103395-173104656:-	1262
chrX:3665489-3667437:-	1949
chr16:92392200-92393873:-	1674
chr17:44173922-44176465:+	2544
chr16:30955716-30957820:-	2105
chr8:34807618-34808634:+	1017
chr8:108141216-108142625:+	1410
chr17:26258883-26260198:+	1316
chr7:15146520-15148702:-	2183
chr15:82681943-82687678:-	5736
chr5:31275855-31279387:+	3533
chrX:8886043-8890371:+	4329
chrX:34687786-34690741:+	2956
chr18:66115378-66116745:-	1368
chr9:57449183-57450268:-	1086
chr4:116492512-116494113:-	1602
chr16:30307779-30309942:-	2164
chr13:104963802-104965084:-	1283
chr3:55586462-55588797:+	2336
chr3:86350534-86351613:-	1080
chr1:9713278-9715431:-	2154
chr1:9735531-9738463:-	2933
chr14:61809935-61811429:+	1495
chr19:47089188-47090309:+	1122
chr19:47097825-47098836:+	1012
chr11:53537418-53538605:+	1188
chr1:135806881-135809358:-	2478
chr2:49802940-49804366:+	1427
chr1:135575677-135577212:-	1536
chr12:58339350-58340854:+	1505
chr15:84776150-84779708:-	3559
chr7:29185319-29186636:-	1318
chr17:29741789-29743751:+	1963
chr15:86327243-86328929:+	1687
chrX:133529052-133530655:+	1604
chrX:141553876-141555407:+	1532
chrX:33737316-33739145:+	1830
chrX:100825928-100827003:+	1076
chrX:34427537-34430507:-	2971
chr19:10273680-10276872:+	3193
chr7:53983387-53985054:-	1668
chr9:121823474-121825410:-	1937
chr4:155068581-155070590:+	2010
chr5:74594134-74595502:+	1369
chr15:25067286-25068930:-	1645
chr15:77318760-77320520:+	1761
chr10:23712211-23713258:-	1048
chr12:59368442-59369821:-	1380
chr15:75740221-75741473:+	1253
chr1:133435412-133436449:+	1038
chr4:63808808-63810958:+	2151
chr1:122237159-122238378:+	1220
chr16:36041361-36043058:+	1698
chr12:25365495-25366660:-	1166
chr11:6374785-6375920:-	1136
chr18:36446686-36447899:+	1214
chr2:31938104-31939128:-	1025
chrX:68370656-68372332:+	1677
chr12:76732384-76734495:-	2112
chr9:106090927-106093452:+	2526
chr11:75254455-75255591:-	1137
chr9:121873855-121875102:+	1248
chr7:52590797-52592428:+	1632
chr12:110265456-110266535:+	1080
chr7:17494068-17496243:+	2176
chr1:137057147-137058272:-	1126
chr11:74989445-74991889:-	2445
chr17:87532962-87536923:+	3962
chr14:47909192-47911242:+	2051
chr11:117827401-117829632:-	2232
chr16:10783902-10785014:-	1113
chr15:74500995-74502982:-	1988
chr4:49691619-49694059:-	2441
chr15:26470216-26473575:-	3360
chr8:107791910-107793070:+	1161
chr7:31853896-31855938:+	2043
chr6:112237780-112238828:-	1049
chr7:6346077-6349347:+	3271
chr7:30679098-30680465:-	1368
chr17:50745620-50748106:+	2487
chrX:90542502-90543694:+	1193
chr5:130162327-130164260:-	1934
chr17:23712819-23714078:-	1260
chr10:120214691-120215942:+	1252
chr7:150793590-150795965:-	2376
chr5:87345664-87346890:-	1227
chr2:172382591-172384109:+	1519
chr8:108720444-108721816:+	1373
chr8:124405052-124406995:-	1944
chr16:17575045-17576058:-	1014
chr2:131386812-131388019:-	1208
chr11:43648642-43649783:-	1142
chr14:67256291-67257297:+	1007
chr5:35621363-35624412:+	3050
chr2:127189022-127192957:+	3936
chr19:54120397-54123470:+	3074
chr5:87134211-87136459:-	2249
chr5:87088547-87089651:-	1105
chr5:86839435-86840948:-	1514
chr8:46391156-46392462:-	1307
chr3:63500163-63503399:-	3237
chr13:26860659-26861988:-	1330
chr17:93603278-93604825:+	1548
chr1:155252191-155253731:-	1541
chr2:26698023-26699394:-	1372
chr18:45047443-45049366:+	1924
chr5:99646445-99647817:-	1373
chr6:118039834-118041564:+	1731
chr6:114429720-114431255:+	1536
chr2:179834178-179836121:-	1944
chr12:36188385-36189648:-	1264
chr5:141090361-141091497:+	1137
chr7:20108320-20110193:+	1874
chr15:27522859-27524660:+	1802
chr9:95460370-95461537:+	1168
chr1:20924663-20928837:+	4175
chr17:23873709-23874966:-	1258
chr9:20770404-20773014:-	2611
chr10:80961223-80962383:-	1161
chr9:21047361-21049647:-	2287
chr9:50579536-50580775:+	1240
chr6:124480407-124481758:-	1352
chr16:4229230-4231205:+	1976
chr17:25297390-25299044:+	1655
chr8:125728169-125729646:-	1478
chr6:72103425-72104564:+	1140
chr16:65539378-65540495:-	1118
chr15:66937060-66938392:-	1333
chr5:91786287-91788353:-	2067
chr8:113480658-113481950:+	1293
chr9:107998354-108002228:-	3875
chr9:108008441-108010517:-	2077
chr9:108012216-108018857:-	6642
chr12:82415247-82417091:-	1845
chr3:10389912-10391005:+	1094
chr7:16744153-16745856:+	1704
chr3:53064413-53065601:+	1189
chr7:146440669-146442059:+	1391
chr1:165926045-165927374:+	1330
chr7:120047773-120050288:+	2516
chr6:141856374-141857651:-	1278
chr6:141753961-141755701:-	1741
chr6:100816251-100818711:+	2461
chr12:112920806-112922111:+	1306
chr6:141633911-141635156:+	1246
chr9:45736594-45737775:+	1182
chr4:106114947-106116163:-	1217
chr16:45619937-45622980:+	3044
chr7:73193792-73195220:+	1429
chr3:93126517-93128287:+	1771
chrX:50945666-50946859:-	1194
chr11:115176506-115178244:-	1739
chr11:115179299-115180516:-	1218
chr3:51053619-51055495:+	1877
chr16:50224401-50225406:-	1006
chr13:96470468-96472694:+	2227
chr8:75286158-75287773:+	1616
chr7:22694453-22695797:-	1345
chr13:96281688-96283071:-	1384
chr19:56671746-56673311:+	1566
chr13:47108943-47110148:-	1206
chr1:154962698-154964443:+	1746
chr4:57383825-57384826:-	1002
chr1:31260176-31261569:+	1394
chr3:76511397-76513926:+	2530
chr1:36528830-36529930:+	1101
chr19:46836099-46837883:+	1785
chr1:36568721-36569998:+	1278
chr1:36582011-36585082:+	3072
chr11:52999743-53000849:+	1107
chr5:21168798-21171180:-	2383
chr9:119880284-119882329:-	2046
chr5:109134835-109135917:+	1083
chr2:31668814-31672217:-	3404
chr8:82196667-82201654:+	4988
chr7:6330919-6332618:+	1700
chr1:136882932-136884768:-	1837
chr2:109851408-109854414:+	3007
chr13:67616720-67619048:-	2329
chr19:34668409-34669513:-	1105
chr10:57231709-57232941:+	1233
chr8:108947813-108949628:+	1816
chr19:12869474-12870606:-	1133
chr7:28638403-28640073:+	1671
chr17:37146364-37147574:+	1211
chr11:3897929-3899311:+	1383
chr17:21570367-21571967:+	1601
chr16:26356737-26359286:-	2550
chr17:21600336-21602553:+	2218
chr2:119178925-119180117:+	1193
chr1:95770848-95773071:+	2224
chr19:5306724-5308738:+	2015
chr5:138706153-138707534:-	1382
chr3:87655989-87659644:+	3656
chr4:61850577-61853723:-	3147
chr4:64816651-64817713:+	1063
chr4:65012652-65018543:+	5892
chr7:29161803-29163512:-	1710
chr15:8994713-8997078:+	2366
chr14:57430826-57431830:+	1005
chr8:36652010-36654140:+	2131
chr8:36739784-36742503:+	2720
chr9:121578492-121579752:+	1261
chr15:75448474-75450121:+	1648
chr15:75453981-75455723:+	1743
chr8:44380422-44381890:-	1469
chr16:88561073-88563380:-	2308
chr17:23818015-23819407:+	1393
chr12:109153610-109155490:-	1881
chr19:34691541-34694672:-	3132
chr9:119300859-119302438:+	1580
chr13:4088194-4089668:+	1475
chr1:163710820-163712101:-	1282
chr6:72298991-72300611:+	1621
chr11:120667272-120669305:-	2034
chr4:132925687-132926822:+	1136
chr3:38785862-38791056:+	5195
chr8:46136135-46137590:+	1456
chr11:55064112-55066000:-	1889
chr11:55094540-55098598:-	4059
chr11:55122490-55125759:-	3270
chr9:30879189-30882918:+	3730
chr14:34452284-34453940:+	1657
chr4:143146987-143148137:+	1151
chr4:143162550-143163700:+	1151
chr5:121580551-121584155:-	3605
chr9:108197399-108198827:+	1429
chr5:89210245-89212302:+	2058
chrX:20275735-20277003:+	1269
chr3:116250951-116252310:+	1360
chr9:50570933-50572121:-	1189
chr15:98634216-98637631:-	3416
chr2:129110593-129111836:-	1244
chr2:28324943-28326685:+	1743
chr5:138176068-138177582:-	1515
chr15:31202952-31204090:+	1139
chr11:121290736-121292077:+	1342
chr7:26073093-26074320:+	1228
chr8:73222848-73224514:+	1667
chr17:27480246-27481770:+	1525
chr13:53062578-53064390:-	1813
chr5:36813705-36816726:+	3022
chr18:61874670-61875781:-	1112
chr17:33777409-33778861:+	1453
chrX:5246226-5248133:+	1908
chr9:57435229-57436602:+	1374
chr1:58461879-58463392:+	1514
chr9:57289135-57291671:-	2537
chr10:80077349-80078528:+	1180
chr3:19593415-19594490:-	1076
chr17:34782190-34783269:+	1080
chr10:99220435-99221835:-	1401
chr6:56828028-56829352:+	1325
chr7:16451298-16453776:-	2479
chr13:56275074-56277994:-	2921
chr9:62630435-62631755:+	1321
chr5:112014854-112016173:+	1320
chr2:148221113-148222500:+	1388
chr12:59313233-59314879:+	1647
chr11:95371160-95372846:-	1687
chr19:45129095-45130334:+	1240
chrX:3748194-3749684:+	1491
chr12:3405308-3406711:-	1404
chr19:4286002-4287264:-	1263
chr9:14158450-14162331:-	3882
chr11:95430140-95432409:-	2270
chr2:122030547-122032127:+	1581
chr5:92051959-92053020:+	1062
chr8:74084455-74085708:-	1254
chr3:104807218-104809046:-	1829
chr12:88504654-88505671:+	1018
chr13:42007415-42008461:+	1047
chr3:151206198-151208045:+	1848
chr3:96025044-96027028:+	1985
chr4:11440175-11441315:+	1141
chr16:57152696-57154643:+	1948
chr15:78113876-78115809:-	1934
chr2:150656098-150657484:+	1387
chrX:101279195-101283569:-	4375
chr11:46292789-46293844:+	1056
chr18:35888128-35889424:+	1297
chr7:151765599-151766765:-	1167
chr4:12907552-12908618:+	1067
chr19:4164326-4166564:-	2239
chr16:90496335-90499794:+	3460
chr7:88222432-88223719:+	1288
chr7:88237279-88239070:+	1792
chr18:65464104-65467362:-	3259
chrX:70473655-70474761:+	1107
chr10:33871199-33873780:-	2582
chr9:109732892-109733897:-	1006
chr11:48718160-48721981:-	3822
chr11:48728680-48729886:-	1207
chr6:123092381-123094017:+	1637
chr7:12102923-12104037:+	1115
chr10:26636811-26638454:+	1644
chr1:166753301-166754397:+	1097
chr13:96371759-96374892:-	3134
chr5:108707538-108709540:+	2003
chr1_random:249690-251786:-	2097
chr13:58277524-58279389:-	1866
chr7:111289137-111291432:-	2296
chrX:149932775-149936079:+	3305
chr11:97361423-97363712:+	2290
chr1:173337859-173340368:+	2510
chr6:95226695-95228051:-	1357
chr2:121318417-121320583:-	2167
chr7:69493163-69494813:+	1651
chrX:16462648-16463822:-	1175
chr19:45100292-45101554:+	1263
chr15:51794153-51795793:-	1641
chr10:17620272-17622183:-	1912
chr10:17634798-17635838:-	1041
chrX:158274200-158275353:-	1154
chrX:158278137-158281115:-	2979
chr2:92793520-92796208:+	2689
chr8:46146056-46147813:-	1758
chr12:75367625-75368901:+	1277
